,date,price_eth,price_btc,btc_eth
131,2021-09-08,3499.0,46048.31,13.160420120034296
130,2021-09-09,3424.93,46395.14,13.546303136122491
129,2021-09-10,3208.86,44850.91,13.977209974882046
128,2021-09-11,3267.21,45173.69,13.826380918275838
127,2021-09-12,3404.21,46025.24,13.52009423625452
126,2021-09-13,3285.35,44940.73,13.679130077465112
125,2021-09-14,3434.37,47111.52,13.717660007512295
124,2021-09-15,3613.55,48121.41,13.316934870141552
123,2021-09-16,3567.98,47737.82,13.37950885374918
122,2021-09-17,3399.81,47299.98,13.91253628879261
121,2021-09-18,3435.64,48292.74,14.056402882723452
120,2021-09-19,3328.62,47241.75,14.192593326964328
119,2021-09-20,2977.28,43015.62,14.447959211092003
118,2021-09-21,2765.9,40734.38,14.72735095267363
117,2021-09-22,3076.92,43543.61,14.151687401687402
116,2021-09-23,3152.5,44865.26,14.231644726407614
115,2021-09-24,2928.53,42810.57,14.618450212222513
114,2021-09-25,2921.73,42670.64,14.604580163122533
113,2021-09-26,3059.37,43160.9,14.107773822715135
112,2021-09-27,2925.59,42147.35,14.406444512047141
111,2021-09-28,2804.91,41026.54,14.626686774263703
110,2021-09-29,2850.45,41524.28,14.56762265607185
109,2021-09-30,3000.61,43824.1,14.605063637060463
108,2021-10-01,3309.91,48141.61,14.544688526274129
107,2021-10-02,3387.76,47634.9,14.060883887878715
106,2021-10-03,3417.73,48200.01,14.102930892727045
105,2021-10-04,3386.31,49224.94,14.536454134441325
104,2021-10-05,3515.27,51471.99,14.64240015702919
103,2021-10-06,3574.89,55315.0,15.473203371292543
102,2021-10-07,3587.47,53785.22,14.992521191814845
101,2021-10-08,3563.13,53951.43,15.141583383149085
100,2021-10-09,3574.82,54949.72,15.371324989789695
99,2021-10-10,3414.22,54659.0,16.009220261143103
98,2021-10-11,3542.12,57471.35,16.225127889512496
97,2021-10-12,3491.46,55996.93,16.03825620227641
96,2021-10-13,3607.42,57367.0,15.902500956362164
95,2021-10-14,3790.82,57347.94,15.128109485546663
94,2021-10-15,3868.99,61672.42,15.940185939999845
93,2021-10-16,3829.96,60875.57,15.894570700477288
92,2021-10-17,3846.85,61528.33,15.99447080078506
91,2021-10-18,3744.96,62009.84,16.558211569682985
90,2021-10-19,3877.03,64280.59,16.57985365086161
89,2021-10-20,4161.15,66001.41,15.861338812587869
88,2021-10-21,4052.99,62193.15,15.345004552194801
87,2021-10-22,3972.2,60688.22,15.278238759377675
86,2021-10-23,4167.12,61286.75,14.707219854479833
85,2021-10-24,4082.33,60852.22,14.906247167671404
84,2021-10-25,4220.37,63078.78,14.946267744297302
83,2021-10-26,4131.52,60328.81,14.602085915111143
82,2021-10-27,3922.0,58413.44,14.893788883222847
81,2021-10-28,4286.02,60575.89,14.133366153214402
80,2021-10-29,4418.89,62253.71,14.088087732439593
79,2021-10-30,4322.68,61859.19,14.310379209194295
78,2021-10-31,4287.21,61299.8,14.29829656116682
77,2021-11-01,4319.43,60911.11,14.101654616465598
76,2021-11-02,4589.89,63219.99,13.773748390484302
75,2021-11-03,4603.35,62896.48,13.663197454028044
74,2021-11-04,4532.32,61395.01,13.546044851202035
73,2021-11-05,4474.24,60937.12,13.619546559862682
72,2021-11-06,4518.0,61470.61,13.605712704736609
71,2021-11-07,4612.59,63273.59,13.717583830342605
70,2021-11-08,4807.98,67525.83,14.044532215192245
69,2021-11-09,4732.33,66947.66,14.146870569043157
68,2021-11-10,4628.78,64882.43,14.017177312380369
67,2021-11-11,4719.0,64774.26,13.726268277177368
66,2021-11-12,4665.46,64122.23,13.744031671046372
65,2021-11-13,4644.28,64380.0,13.862213303246145
64,2021-11-14,4626.5,65519.1,14.16169890846212
63,2021-11-15,4563.78,63606.74,13.937293208699806
62,2021-11-16,4209.76,60058.87,14.266578142221885
61,2021-11-17,4287.8,60344.87,14.07362050468772
60,2021-11-18,3996.9,56891.62,14.23393630063299
59,2021-11-19,4294.76,58052.24,13.516992800529016
58,2021-11-20,4412.17,59707.51,13.532459084758747
57,2021-11-21,4258.31,58622.02,13.76649891623672
56,2021-11-22,4085.97,56247.18,13.765930733705828
55,2021-11-23,4339.44,57541.27,13.260068119388677
54,2021-11-24,4269.36,57138.29,13.383338486330505
53,2021-11-25,4524.85,58960.36,13.03034575731792
52,2021-11-26,4041.2,53726.53,13.294697119667426
51,2021-11-27,4095.29,54721.03,13.361942621890025
50,2021-11-28,4294.78,57274.88,13.335928732088721
49,2021-11-29,4444.53,57776.25,12.99940601143428
48,2021-11-30,4630.26,56950.56,12.299646240167938
47,2021-12-01,4582.95,57184.07,12.477567942046063
46,2021-12-02,4511.21,56480.34,12.519997960635838
45,2021-12-03,4215.73,53601.05,12.714535798070562
44,2021-12-04,4117.25,49152.47,11.938179610176697
43,2021-12-05,4196.44,49396.33,11.771008283211486
42,2021-12-06,4347.59,50441.92,11.602271603348061
41,2021-12-07,4306.4,50588.95,11.747387609139885
40,2021-12-08,4436.91,50471.19,11.37530173025822
39,2021-12-09,4105.64,47545.59,11.58055504135774
38,2021-12-10,3897.94,47140.54,12.093705906196606
37,2021-12-11,4089.37,49389.99,12.077652547947483
36,2021-12-12,4130.0,50053.9,12.119588377723971
35,2021-12-13,3781.93,46702.75,12.348919731459864
34,2021-12-14,3858.99,48343.28,12.527443709364368
33,2021-12-15,4019.08,48864.98,12.158250146799766
32,2021-12-16,3958.11,47632.38,12.034122346271326
31,2021-12-17,3875.42,46131.2,11.90353561678476
30,2021-12-18,3959.93,46834.48,11.827097953751709
29,2021-12-19,3924.14,46681.23,11.895913499518366
28,2021-12-20,3944.73,46914.16,11.892869727459168
27,2021-12-21,4014.15,48889.88,12.179385424062378
26,2021-12-22,3979.51,48588.16,12.209583591949762
25,2021-12-23,4111.41,50838.81,12.365298036440054
24,2021-12-24,4046.36,50820.0,12.559436135193112
23,2021-12-25,4094.83,50399.66,12.30812023942386
22,2021-12-26,4063.56,50775.49,12.495321836025553
21,2021-12-27,4037.23,50701.44,12.558472021658416
20,2021-12-28,3792.75,47543.74,12.535426801133742
19,2021-12-29,3630.19,46464.66,12.799511871279465
18,2021-12-30,3709.27,47120.87,12.703542745607628
17,2021-12-31,3676.23,46216.93,12.571827660402096
16,2022-01-01,3765.54,47722.65,12.67352092926911
15,2022-01-02,3828.27,47286.18,12.351840387433489
14,2022-01-03,3765.89,46446.1,12.333366083449064
13,2022-01-04,3785.11,45832.01,12.108501470234684
12,2022-01-05,3540.63,43451.13,12.272146482405672
11,2022-01-06,3406.81,43082.31,12.645938575969895
10,2022-01-07,3199.24,41566.48,12.992610745051952
9,2022-01-08,3080.95,41679.74,13.528210454567585
8,2022-01-09,3151.97,41864.62,13.282049004273519
7,2022-01-10,3082.68,41822.49,13.566925532329012
6,2022-01-11,3239.72,42729.29,13.189192275875694
5,2022-01-12,3371.26,43902.66,13.022626555056567
4,2022-01-13,3240.61,42560.11,13.133363780275936
3,2022-01-14,3307.42,43059.96,13.019199255008434
2,2022-01-15,3326.04,43084.29,12.953629541436664
1,2022-01-16,3346.88,43071.66,12.869197581030692
0,2022-01-17,3334.89,43047.13,12.908110912204
