,upper_short,lower_short,upper_long,lower_long,upper_p,lower_p,training_returns,training_benchmark_returns,training_benchmark_std,returns,benchmark_returns,benchmark_std,ticker
70,16,16,50,50,1e-07,1e-09,,0.0005351976742398588,0.013106217265832665,0.0005586754106079489,0.0007520975376109534,0.021852220348510355,QCOM
71,25,33,62,75,1e-05,1e-06,0.0005170495539640638,0.00038071624254761396,0.01990942030571064,0.001645296468341272,0.000618262893982329,0.020828399220135393,RIO
72,16,16,87,100,1e-05,1e-06,,0.0007832827940209608,0.011048888808721465,-0.0008503405079647489,0.00036418204369302425,0.017052871117763203,RTX
73,25,25,87,87,1e-06,1e-06,0.0007179344091170673,0.0006044277754448122,0.010377675127388316,0.00022761966872691678,0.0004874593343662667,0.012787368242242757,RY
74,29,25,87,100,1e-05,1e-08,,0.0005707624137883411,0.014300995020143117,0.0003743386583971515,0.00038165745187726405,0.016206750079012542,SAP
75,16,20,75,100,1e-05,1e-06,,0.0016054584035151455,0.01628132216373156,0.0007444267096887684,0.0008468722160601286,0.020720107468735073,SCHW
76,16,16,50,75,1e-07,1e-06,,0.0008676263383532213,0.014008108352372338,0.00018843495547766597,0.0002668404920508823,0.013879591592372587,SNY
77,25,16,75,100,1e-07,1e-07,,-8.516750838283935e-05,0.023808284428686797,0.0011452056409065308,0.0010783427773198113,0.019196321626370028,SONY
78,25,25,100,50,1e-05,1e-06,9.909867071024714e-05,0.0004260855862222685,0.009468951386627636,-0.0003880900899807446,0.0001590403595068975,0.013337784320931126,T
79,33,29,100,100,1e-05,1e-06,,0.00042730225499323183,0.008658569327342184,3.722438474870261e-05,0.0005525302090867511,0.013648751762973296,TD
80,16,16,50,75,1e-07,1e-06,,0.00082749620248517,0.01428073930712459,0.0004475816325032947,0.0003727090891767473,0.012859830242550349,TM
81,16,16,50,100,1e-07,1e-06,,0.0017166204530645677,0.013118050052705917,0.0008822505425176613,0.0008516193306397587,0.01504504768543442,TMO
82,16,16,50,50,1e-07,1e-09,,0.001690220378265648,0.03146688947581151,0.0009614786009159167,0.0008359416569169261,0.017733984783352228,TMUS
