,short,long,alpha,strategy_returns,strategy_std,benchmark_returns,benchmark_std,training_strategy_returns,training_strategy_std,training_benchmark_returns,training_benchmark_std,ticker
30,25,77,0.007,0.0008956699877852773,0.015890963076458785,0.0008716204527781455,0.013418112980866901,0.003552850536323184,0.011637517146433905,0.0007817757807409428,0.011165453984718477,DHR
31,20,50,0.005,0.0004992413028031983,0.018951048555358653,0.0004892803541926034,0.016307317683613695,0.0024296902618906363,0.012862804341489774,0.0014088489895966152,0.011787875746978031,DIS
32,18,61,0.001,0.0010089618380315793,0.023541219169728116,0.0008362269302227082,0.020640609041937444,0.00998683274185204,0.04837019105179074,0.0014766477669502023,0.033449629779062996,FB
33,20,50,0.007,0.0010337700750193276,0.016801437632631415,0.000865337768720903,0.01646872315980564,0.004058405818517884,0.012724012546393628,0.0014359197605825266,0.013781877567846598,GOOG
34,20,50,0.007,0.0010207487461622667,0.016800361137779888,0.0008625096481883003,0.016449550730234744,0.004058406567939346,0.012724021178404014,0.0014359197005968233,0.013781877149748677,GOOGL
35,23,61,0.003,0.0004272369773719027,0.021298634373978546,0.0005970042159130864,0.01808066068672226,0.0025488750422734464,0.008742579009444123,0.0008598941658252812,0.015236534788135525,GS
36,25,83,0.001,0.0008586636523717601,0.01718961094820302,0.0009425723750120834,0.014813842150235786,0.0030251115416907574,0.0076830293189076365,0.0011482760680728665,0.011374730842067438,HD
37,18,61,0.005,0.000157403994701181,0.022790207635816434,0.0008824850329254161,0.018219263648065257,0.002024077578681348,0.02434524795281012,8.776866328813227e-05,0.0198884872450138,HDB
38,22,77,0.005,0.0005166679273972463,0.01745793482123971,0.0005384208938839061,0.014482918936321613,0.005604271846738068,0.012389342300335575,0.0010510457746168596,0.011693340279302022,HON
39,15,50,0.001,9.85106521796825e-05,0.011523934237437642,0.00012729741709108006,0.01494248910529541,0.008616302077972012,0.01649248297998622,0.0005963035304925367,0.01206467139600812,HSBC
40,19,83,0.007,-0.0002224295204602125,0.01663180905969664,0.00011040018104143217,0.015170032441582819,0.0017512836130590364,0.012686893777536535,4.0213629974978877e-05,0.0110817751028306,IBM
41,19,50,0.009000000000000001,0.0006317381632662918,0.022995036275226834,0.0006055110398139704,0.019572357860475183,0.001850597892264864,0.006922423254760813,5.1143688870230066e-05,0.013260000282153704,INTC
42,15,50,0.003,0.0011680682250471554,0.018549244632996134,0.001102792990896905,0.017790266474426022,0.004434209893140651,0.01727403882026989,0.0006256118336969933,0.013000554686227399,INTU
43,25,88,0.001,0.0012117178062293964,0.0274639646454368,0.0008821641532965721,0.02694522782005613,0.0041265230487060505,0.03366982782599651,0.001569745582945478,0.02955086809811185,JD
44,23,72,0.009000000000000001,0.0007485792909584856,0.012297627897573363,0.0004608579868720836,0.011480041969649258,0.0025354251553746016,0.008721444832004242,0.000859522048657082,0.007516441658547529,JNJ
45,18,55,0.001,0.0010425835233059504,0.026051783045931247,0.0007392403625301542,0.017257576454722746,0.003142485024792803,0.02315377578042477,0.0010296774542661938,0.015032871901701621,JPM
46,12,55,0.009000000000000001,0.00025329758090657803,0.013080442745402395,0.00045173552450286316,0.011432599931334053,0.0006504509824634458,0.01074094406603327,0.0003167347131425092,0.009443109582393827,KO
47,19,94,0.001,0.0008825113129209205,0.0175406312069037,0.0006090254816592083,0.014088586478179782,0.004425242863531141,0.00862393921228635,0.00043221408651280093,0.009692558949433328,LIN
48,23,61,0.005,0.0011388939216991677,0.01762459654017768,0.0009375242119788608,0.01667048259168152,0.0037285519788556117,0.011808768363765524,0.0010264769712352148,0.011262913616458974,LLY
49,16,83,0.001,-0.00034591927385795214,0.022813393809474232,0.0010037485437709706,0.017913388058908554,0.007044644110654819,0.011621669699431103,0.0012284802715603756,0.015610385608158417,LOW
50,25,66,0.009000000000000001,0.0009667936075758451,0.024725685125005326,0.0009649196387177499,0.01748124005130775,0.003415627981668158,0.012081266557593829,0.001376769656837841,0.013059748726329087,MA
51,22,55,0.003,,,0.0006683033259461279,0.01305306537856447,0.0036604873984016034,0.006288838520385278,6.41185299515624e-05,0.008163162629796083,MCD
